23,0,0,20,0,0|12,0,0,9,0,0
31,19,0,12,5,0|31,0,0,12,5,0
31,0,0,12,5,0|23,0,0,12,5,0
23,0,0,12,5,0|23,0,0,13,0,0
23,0,0,13,0,0|12,0,0,2,0,0
63,35,0,1,0,0|63,0,0,1,0,0
63,0,0,1,0,0|12,0,0,1,0,0
23,18,0,17,4,0|23,18,0,18,0,0
23,18,0,18,0,0|23,0,0,18,0,0
23,0,0,18,0,0|23,0,0,18,0,0
23,0,0,18,0,0|12,0,0,7,0,0
25,4,0,15,6,0|25,4,0,16,0,0
25,4,0,16,0,0|25,0,0,16,0,0
25,0,0,16,0,0|23,0,0,16,0,0
23,0,0,16,0,0|12,0,0,5,0,0
24,16,0,7,0,0|24,0,0,7,0,0
24,0,0,7,0,0|12,0,0,7,0,0
54,18,0,7,0,0|54,0,0,7,0,0
54,0,0,7,0,0|12,0,0,7,0,0
64,35,0,6,0,0|64,0,0,6,0,0
64,0,0,6,0,0|12,0,0,6,0,0
61,34,0,3,0,0|61,0,0,3,0,0
61,0,0,3,0,0|12,0,0,3,0,0
23,0,0,5,0,0|12,0,0,5,0,0
62,47,0,10,0,0|62,0,0,10,0,0
62,0,0,10,0,0|12,0,0,10,0,0
23,14,0,8,0,0|23,0,0,8,0,0
23,0,0,8,0,0|12,0,0,8,0,0
48,25,0,8,0,0|48,0,0,8,0,0
48,0,0,8,0,0|12,0,0,8,0,0
32,3,0,12,8,0|32,0,0,12,8,0
32,0,0,12,8,0|23,0,0,12,8,0
23,0,0,12,8,0|23,0,0,13,0,0
23,0,0,13,0,0|12,0,0,2,0,0
32,18,0,15,8,0|32,0,0,15,8,0
32,0,0,15,8,0|23,0,0,15,8,0
23,0,0,15,8,0|23,0,0,16,0,0
23,0,0,16,0,0|12,0,0,5,0,0
42,24,0,1,0,0|42,0,0,1,0,0
42,0,0,1,0,0|12,0,0,1,0,0
62,13,0,2,0,0|62,0,0,2,0,0
62,0,0,2,0,0|12,0,0,2,0,0
56,24,0,7,0,0|56,0,0,7,0,0
56,0,0,7,0,0|12,0,0,7,0,0
40,21,0,8,0,0|40,0,0,8,0,0
40,0,0,8,0,0|12,0,0,8,0,0
32,18,0,19,1,0|32,18,0,20,0,0
32,18,0,20,0,0|32,0,0,20,0,0
32,0,0,20,0,0|23,0,0,20,0,0
23,0,0,20,0,0|12,0,0,9,0,0
57,21,0,8,0,0|57,0,0,8,0,0
57,0,0,8,0,0|12,0,0,8,0,0
61,38,0,10,0,0|61,0,0,10,0,0
61,0,0,10,0,0|12,0,0,10,0,0
38,31,0,1,0,0|38,0,0,1,0,0
38,0,0,1,0,0|12,0,0,1,0,0
31,8,0,13,8,0|31,8,0,14,0,0
31,8,0,14,0,0|31,0,0,14,0,0
31,0,0,14,0,0|23,0,0,14,0,0
23,0,0,14,0,0|12,0,0,3,0,0
38,23,0,3,0,0|38,0,0,3,0,0
38,0,0,3,0,0|12,0,0,3,0,0
36,20,0,1,0,0|36,0,0,1,0,0
36,0,0,1,0,0|12,0,0,1,0,0
27,12,0,7,0,0|27,0,0,7,0,0
27,0,0,7,0,0|12,0,0,7,0,0
60,21,0,1,0,0|60,0,0,1,0,0
60,0,0,1,0,0|12,0,0,1,0,0
53,19,0,3,0,0|53,0,0,3,0,0
53,0,0,3,0,0|12,0,0,3,0,0
37,28,0,4,0,0|37,0,0,4,0,0
37,0,0,4,0,0|12,0,0,4,0,0
25,14,0,19,6,0|25,14,0,20,0,0
25,14,0,20,0,0|25,0,0,20,0,0
25,0,0,20,0,0|23,0,0,20,0,0
23,0,0,20,0,0|12,0,0,9,0,0
32,15,0,16,6,0|32,0,0,16,6,0
32,0,0,16,6,0|23,0,0,16,6,0
23,0,0,16,6,0|23,0,0,17,0,0
23,0,0,17,0,0|12,0,0,6,0,0
24,16,0,1,0,0|24,0,0,1,0,0
24,0,0,1,0,0|12,0,0,1,0,0
25,18,0,7,0,0|25,0,0,7,0,0
25,0,0,7,0,0|12,0,0,7,0,0
64,35,0,7,0,0|64,0,0,7,0,0
64,0,0,7,0,0|12,0,0,7,0,0
61,17,0,7,0,0|61,0,0,7,0,0
61,0,0,7,0,0|12,0,0,7,0,0
32,14,0,16,5,0|32,14,0,17,0,0
32,14,0,17,0,0|32,0,0,17,0,0
32,0,0,17,0,0|23,0,0,17,0,0
23,0,0,17,0,0|12,0,0,6,0,0
39,24,0,1,0,0|39,0,0,1,0,0
39,0,0,1,0,0|12,0,0,1,0,0
62,26,0,1,0,0|62,0,0,1,0,0
62,0,0,1,0,0|12,0,0,1,0,0
38,20,0,1,0,0|38,0,0,1,0,0
38,0,0,1,0,0|12,0,0,1,0,0
32,18,0,9,0,0|32,0,0,9,0,0
32,0,0,9,0,0|12,0,0,9,0,0
53,12,0,7,0,0|53,0,0,7,0,0
53,0,0,7,0,0|12,0,0,7,0,0
56,26,0,4,0,0|56,0,0,4,0,0
56,0,0,4,0,0|12,0,0,4,0,0
31,18,0,1,0,0|31,0,0,1,0,0
31,0,0,1,0,0|12,0,0,1,0,0
32,7,0,16,9,0|32,7,0,17,0,0
32,7,0,17,0,0|32,0,0,17,0,0
32,0,0,17,0,0|23,0,0,17,0,0
23,0,0,17,0,0|12,0,0,6,0,0
62,14,0,5,0,0|62,0,0,5,0,0
62,0,0,5,0,0|12,0,0,5,0,0
45,38,0,8,0,0|45,0,0,8,0,0
45,0,0,8,0,0|12,0,0,8,0,0
50,26,0,5,0,0|50,0,0,5,0,0
50,0,0,5,0,0|12,0,0,5,0,0
25,8,0,16,5,0|25,8,0,17,0,0
25,8,0,17,0,0|25,0,0,17,0,0
25,0,0,17,0,0|23,0,0,17,0,0
23,0,0,17,0,0|12,0,0,6,0,0
25,19,0,17,1,0|25,0,0,17,1,0
25,0,0,17,1,0|23,0,0,17,1,0
23,0,0,17,1,0|23,0,0,18,0,0
23,0,0,18,0,0|12,0,0,7,0,0
50,26,0,4,0,0|50,0,0,4,0,0
50,0,0,4,0,0|12,0,0,4,0,0
34,24,0,6,0,0|34,0,0,6,0,0
34,0,0,6,0,0|12,0,0,6,0,0
49,13,0,9,0,0|49,0,0,9,0,0
49,0,0,9,0,0|12,0,0,9,0,0
31,4,0,19,6,0|31,4,0,20,0,0
31,4,0,20,0,0|31,0,0,20,0,0
31,0,0,20,0,0|23,0,0,20,0,0
23,0,0,20,0,0|12,0,0,9,0,0
25,19,0,15,5,0|25,0,0,15,5,0
25,0,0,15,5,0|23,0,0,15,5,0
23,0,0,15,5,0|23,0,0,16,0,0
23,0,0,16,0,0|12,0,0,5,0,0
23,4,0,13,9,0|23,0,0,13,9,0
23,0,0,13,9,0|23,0,0,13,9,0
23,0,0,13,9,0|23,0,0,14,0,0
23,0,0,14,0,0|12,0,0,3,0,0
31,16,0,5,0,0|31,0,0,5,0,0
31,0,0,5,0,0|12,0,0,5,0,0
32,4,0,17,4,0|32,4,0,18,0,0
32,4,0,18,0,0|32,0,0,18,0,0
32,0,0,18,0,0|23,0,0,18,0,0
23,0,0,18,0,0|12,0,0,7,0,0
25,15,0,16,6,0|25,15,0,17,0,0
25,15,0,17,0,0|25,0,0,17,0,0
25,0,0,17,0,0|23,0,0,17,0,0
23,0,0,17,0,0|12,0,0,6,0,0
25,21,0,7,0,0|25,0,0,7,0,0
25,0,0,7,0,0|12,0,0,7,0,0
25,3,0,15,4,0|25,3,0,16,0,0
25,3,0,16,0,0|25,0,0,16,0,0
25,0,0,16,0,0|23,0,0,16,0,0
23,0,0,16,0,0|12,0,0,5,0,0
32,15,0,13,6,0|32,15,0,14,0,0
32,15,0,14,0,0|32,0,0,14,0,0
32,0,0,14,0,0|23,0,0,14,0,0
23,0,0,14,0,0|12,0,0,3,0,0
36,21,0,3,0,0|36,0,0,3,0,0
36,0,0,3,0,0|12,0,0,3,0,0
32,7,0,17,1,0|32,7,0,18,0,0
32,7,0,18,0,0|32,0,0,18,0,0
32,0,0,18,0,0|23,0,0,18,0,0
23,0,0,18,0,0|12,0,0,7,0,0
42,24,0,3,0,0|42,0,0,3,0,0
42,0,0,3,0,0|12,0,0,3,0,0
63,24,0,8,0,0|63,0,0,8,0,0
63,0,0,8,0,0|12,0,0,8,0,0
57,23,0,5,0,0|57,0,0,5,0,0
57,0,0,5,0,0|12,0,0,5,0,0
60,13,0,9,0,0|60,0,0,9,0,0
60,0,0,9,0,0|12,0,0,9,0,0
31,8,0,19,4,0|31,8,0,20,0,0
31,8,0,20,0,0|31,0,0,20,0,0
31,0,0,20,0,0|23,0,0,20,0,0
23,0,0,20,0,0|12,0,0,9,0,0
65,26,0,9,0,0|65,0,0,9,0,0
65,0,0,9,0,0|12,0,0,9,0,0
23,17,0,8,0,0|23,0,0,8,0,0
23,0,0,8,0,0|12,0,0,8,0,0
23,18,0,12,4,0|23,0,0,12,4,0
23,0,0,12,4,0|23,0,0,12,4,0
23,0,0,12,4,0|23,0,0,13,0,0
23,0,0,13,0,0|12,0,0,2,0,0
60,32,0,7,0,0|60,0,0,7,0,0
60,0,0,7,0,0|12,0,0,7,0,0
58,53,0,8,0,0|58,0,0,8,0,0
58,0,0,8,0,0|12,0,0,8,0,0
62,27,0,9,0,0|62,0,0,9,0,0
62,0,0,9,0,0|12,0,0,9,0,0
32,3,0,19,6,0|32,0,0,19,6,0
32,0,0,19,6,0|23,0,0,19,6,0
23,0,0,19,6,0|23,0,0,20,0,0
23,0,0,20,0,0|12,0,0,9,0,0
32,14,0,12,6,0|32,0,0,12,6,0
32,0,0,12,6,0|23,0,0,12,6,0
23,0,0,12,6,0|23,0,0,13,0,0
23,0,0,13,0,0|12,0,0,2,0,0
60,32,0,1,0,0|60,0,0,1,0,0
60,0,0,1,0,0|12,0,0,1,0,0
25,18,0,16,3,0|25,0,0,16,3,0
25,0,0,16,3,0|23,0,0,16,3,0
23,0,0,16,3,0|23,0,0,17,0,0
23,0,0,17,0,0|12,0,0,6,0,0
25,7,0,17,5,0|25,7,0,18,0,0
25,7,0,18,0,0|25,0,0,18,0,0
25,0,0,18,0,0|23,0,0,18,0,0
23,0,0,18,0,0|12,0,0,7,0,0
25,8,0,17,5,0|25,8,0,18,0,0
25,8,0,18,0,0|25,0,0,18,0,0
25,0,0,18,0,0|23,0,0,18,0,0
23,0,0,18,0,0|12,0,0,7,0,0
45,25,0,5,0,0|45,0,0,5,0,0
45,0,0,5,0,0|12,0,0,5,0,0
32,8,0,13,5,0|32,0,0,13,5,0
32,0,0,13,5,0|23,0,0,13,5,0
23,0,0,13,5,0|23,0,0,14,0,0
23,0,0,14,0,0|12,0,0,3,0,0
29,15,0,10,0,0|29,0,0,10,0,0
29,0,0,10,0,0|12,0,0,10,0,0
56,25,0,5,0,0|56,0,0,5,0,0
56,0,0,5,0,0|12,0,0,5,0,0
32,18,0,8,0,0|32,0,0,8,0,0
32,0,0,8,0,0|12,0,0,8,0,0
25,7,0,17,7,0|25,7,0,18,0,0
25,7,0,18,0,0|25,0,0,18,0,0
25,0,0,18,0,0|23,0,0,18,0,0
23,0,0,18,0,0|12,0,0,7,0,0
62,16,0,1,0,0|62,0,0,1,0,0
62,0,0,1,0,0|12,0,0,1,0,0
25,14,0,14,5,0|25,14,0,15,0,0
25,14,0,15,0,0|25,0,0,15,0,0
25,0,0,15,0,0|23,0,0,15,0,0
23,0,0,15,0,0|12,0,0,4,0,0
60,29,0,10,0,0|60,0,0,10,0,0
60,0,0,10,0,0|12,0,0,10,0,0
62,46,0,3,0,0|62,0,0,3,0,0
62,0,0,3,0,0|12,0,0,3,0,0
61,51,0,10,0,0|61,0,0,10,0,0
61,0,0,10,0,0|12,0,0,10,0,0
42,30,0,7,0,0|42,0,0,7,0,0
42,0,0,7,0,0|12,0,0,7,0,0
30,12,0,1,0,0|30,0,0,1,0,0
30,0,0,1,0,0|12,0,0,1,0,0
27,18,0,10,0,0|27,0,0,10,0,0
27,0,0,10,0,0|12,0,0,10,0,0
31,14,0,17,4,0|31,14,0,18,0,0
31,14,0,18,0,0|31,0,0,18,0,0
31,0,0,18,0,0|23,0,0,18,0,0
23,0,0,18,0,0|12,0,0,7,0,0
56,16,0,9,0,0|56,0,0,9,0,0
56,0,0,9,0,0|12,0,0,9,0,0
23,15,0,19,6,0|23,15,0,20,0,0
23,15,0,20,0,0|23,0,0,20,0,0
23,0,0,20,0,0|23,0,0,20,0,0
23,0,0,20,0,0|12,0,0,9,0,0
63,53,0,3,0,0|63,0,0,3,0,0
63,0,0,3,0,0|12,0,0,3,0,0
51,34,0,2,0,0|51,0,0,2,0,0
51,0,0,2,0,0|12,0,0,2,0,0
58,54,0,7,0,0|58,0,0,7,0,0
58,0,0,7,0,0|12,0,0,7,0,0
25,8,0,13,1,0|25,8,0,14,0,0
25,8,0,14,0,0|25,0,0,14,0,0
25,0,0,14,0,0|23,0,0,14,0,0
23,0,0,14,0,0|12,0,0,3,0,0
25,4,0,14,3,0|25,0,0,14,3,0
25,0,0,14,3,0|23,0,0,14,3,0
23,0,0,14,3,0|23,0,0,15,0,0
23,0,0,15,0,0|12,0,0,4,0,0
32,7,0,16,9,0|32,0,0,16,9,0
32,0,0,16,9,0|23,0,0,16,9,0
23,0,0,16,9,0|23,0,0,17,0,0
23,0,0,17,0,0|12,0,0,6,0,0
62,38,0,1,0,0|62,0,0,1,0,0
